file_id,organism,locus_tag,ess,conf,conf_bert,conf_t5,conf_mean
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00026,0,0.0531260855495929,0.4108043313026428,0.2690703272819519,0.24433358137806258
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00027,0,0.8574306964874268,0.2854703664779663,0.5781686902046204,0.5736899177233378
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00028,0,0.5692315101623535,0.2380313575267791,0.33388152718544,0.38038146495819086
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00029,0,0.1098028421401977,0.4188475310802459,0.3471766412258148,0.2919423381487528
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00030,0,0.1000936329364776,0.4070955216884613,0.3325566351413727,0.2799152632554372
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00031,0,0.1221998631954193,0.2909817993640899,0.0759784802794456,0.16305338094631827
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00032,0,0.0641539692878723,0.2587708532810211,0.3344484567642212,0.21912442644437155
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00033,0,0.081068567931652,0.2335404902696609,0.4101448059082031,0.2415846213698387
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00034,0,0.0510211735963821,0.416218101978302,0.6247638463973999,0.36400104065736133
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00035,0,0.6987344026565552,0.4370201528072357,0.484243094921112,0.5399992167949677
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00036,0,0.0638369396328926,0.3859675824642181,0.1383482962846756,0.19605093946059546
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00037,0,0.0674207508563995,0.3112428188323974,0.3050822615623474,0.22791527708371476
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00038,0,0.0982919037342071,0.2814202904701233,0.5357671976089478,0.3051597972710927
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00039,0,0.038499291986227,0.430898517370224,0.0703689828515052,0.17992226406931874
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00040,0,0.3518026173114776,0.3740468919277191,0.2889661192893982,0.3382718761761983
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00041,0,0.1680483371019363,0.2613837718963623,0.163929745554924,0.19778728485107422
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00042,0,0.0557104758918285,0.1250289380550384,0.2890295386314392,0.15658965085943535
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00043,0,0.0881529375910759,0.257454365491867,0.2971712350845337,0.21425951272249222
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00044,0,0.0897198989987373,0.2067503631114959,0.3194203972816467,0.20529688646395994
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00045,0,0.0955333337187767,0.2179676741361618,0.5548372268676758,0.28944607824087143
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00046,0,0.0678089633584022,0.3987769186496734,0.446489155292511,0.3043583457668622
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00047,0,0.4981738626956939,0.1439876556396484,0.3680342137813568,0.3367319107055664
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00049,0,0.230307474732399,0.3149801194667816,0.4810573160648346,0.34211497008800507
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00050,0,0.0924752056598663,0.2968742847442627,0.1203851401805877,0.1699115435282389
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00051,0,0.8028668165206909,0.090769425034523,0.1403807401657104,0.3446723272403081
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00052,0,0.9792948961257936,0.1444114446640014,0.0950401574373245,0.40624883274237317
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00053,0,0.0989828556776046,0.2034771144390106,0.153082326054573,0.15184743205706272
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00054,0,0.9749241471290588,0.1912965327501297,0.142203152179718,0.43614127735296887
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00055,0,0.9797419905662536,0.1446716338396072,0.0598077625036239,0.39474046230316157
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00056,0,0.0551764257252216,0.1431592255830764,0.0555879883468151,0.08464121321837104
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00057,0,0.6188732385635376,0.3827275335788727,0.2710913121700287,0.424230694770813
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00058,0,0.0556007102131843,0.2985060811042785,0.6814672350883484,0.3451913421352704
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00060,0,0.9669288992881776,0.2590566575527191,0.3593662679195404,0.528450608253479
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00061,0,0.0765333473682403,0.131980150938034,0.1351242065429687,0.11454590161641433
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00062,0,0.1621686220169067,0.2961282432079315,0.272380530834198,0.24355913201967874
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00064,0,0.0483138635754585,0.2432037740945816,0.6965783834457397,0.3293653403719266
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00065,0,0.0582697801291942,0.3895614743232727,0.0802590996026992,0.17603011801838872
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00067,0,0.0532700680196285,0.246537908911705,0.326225608587265,0.20867786183953285
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00069,0,0.0718443691730499,0.089221104979515,0.7384787797927856,0.2998480846484502
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00070,0,0.1468758881092071,0.1373619884252548,0.1291628777980804,0.13780025144418076
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00071,0,0.0790202319622039,0.403467446565628,0.2675098776817322,0.24999918540318802
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00072,0,0.9287013411521912,0.4001179039478302,0.2685610055923462,0.5324600835641226
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00074,0,0.9497120380401612,0.2490531504154205,0.2215330600738525,0.4734327495098114
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00075,0,0.0735296458005905,0.2590699791908264,0.4167592227458954,0.2497862825791041
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00076,0,0.0501592047512531,0.1491648852825164,0.263588547706604,0.1543042125801245
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00077,0,0.0564957559108734,0.0733806565403938,0.1370929330587387,0.08898978183666863
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00078,0,0.1057525277137756,0.0842623189091682,0.2796775102615356,0.15656411896149314
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00079,0,0.021213149651885,0.0751557499170303,0.3491535782814026,0.14850749261677262
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00080,0,0.0534706600010395,0.0810911208391189,0.6443744897842407,0.2596454235414664
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00081,0,0.047701071947813,0.071386694908142,0.1673770695924759,0.09548827881614363
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00082,0,0.0615103915333747,0.537649929523468,0.5307583212852478,0.37663954744736355
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00083,0,0.0673564076423645,0.1386967003345489,0.0949362814426422,0.1003297964731852
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00084,0,0.1442010998725891,0.465721845626831,0.2520644664764404,0.28732913732528687
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00085,0,0.0974304601550102,0.2026146054267883,0.1804870814085006,0.1601773823300997
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00086,0,0.1058752313256263,0.095933124423027,0.2619943618774414,0.1546009058753649
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00087,0,0.0684055909514427,0.1675806790590286,0.296669989824295,0.17755208661158875
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00088,0,0.7004824876785278,0.4155559241771698,0.5860852003097534,0.5673745373884836
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00089,0,0.3295487463474273,0.3657693266868591,0.3254277408123016,0.3402486046155293
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00090,0,0.1122338101267814,0.5039663910865784,0.5452138781547546,0.3871380264560382
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00091,0,0.0597677938640117,0.3830207288265228,0.3542613387107849,0.26568328713377315
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00092,0,0.0828780159354209,0.390091210603714,0.8494229316711426,0.4407973860700925
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00093,0,0.0840326845645904,0.3471022248268127,0.7137054800987244,0.38161346316337585
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00094,0,0.0517367906868457,0.2434166818857193,0.319097101688385,0.2047501914203167
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00096,0,0.0531872324645519,0.11857520788908,0.3331575393676758,0.16830665990710258
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00097,0,0.2680820822715759,0.5051578879356384,0.3134824931621551,0.36224082112312317
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00099,0,0.0528105162084102,0.1436103880405426,0.1390675157308578,0.11182947332660353
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00100,0,0.9762248992919922,0.7169927954673767,0.5620795488357544,0.7517657478650411
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00101,0,0.4893079400062561,0.4668828845024109,0.4219399392604828,0.45937692125638324
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00102,0,0.0807217210531234,0.4505971670150757,0.3431351482868194,0.2914846787850061
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00103,0,0.0836285576224327,0.2941470742225647,0.2960991859436035,0.22462493926286697
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00104,0,0.0681623443961143,0.2934944927692413,0.4006003737449646,0.2540857369701067
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00105,0,0.0689947828650474,0.5027117133140564,0.1393702030181884,0.23702556639909741
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00106,0,0.0711275190114975,0.3239288032054901,0.745627224445343,0.38022784888744354
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00107,0,0.0361804254353046,0.0793356522917747,0.1292991936206817,0.08160509044925367
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00108,0,0.1008433774113655,0.4274139404296875,0.4446911811828613,0.3243161663413048
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00109,0,0.5537554621696472,0.409663438796997,0.649038553237915,0.5374858180681864
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00110,0,0.0419231690466403,0.3721978366374969,0.3440593183040619,0.252726774662733
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00111,0,0.9475162625312804,0.1763443052768707,0.1597837507724762,0.42788143952687574
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00112,0,0.081406831741333,0.1191897615790367,0.2054418474435806,0.13534614692131677
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00113,0,0.0950425416231155,0.3677604794502258,0.4629047513008117,0.30856925745805097
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00114,0,0.0699799582362175,0.43852299451828,0.3194603621959686,0.27598777165015537
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00115,0,0.0967762321233749,0.5331897735595703,0.3747359812259674,0.3349006623029709
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00116,0,0.0883740037679672,0.2232563644647598,0.291159063577652,0.20092981060345969
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00117,0,0.1184343695640564,0.4123754501342773,0.4141322374343872,0.314980685710907
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00118,0,0.086955077946186,0.6721866726875305,0.4828734397888183,0.41400506347417826
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00119,0,0.8822448253631592,0.2258021086454391,0.4300074577331543,0.5126847972472509
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00120,0,0.0886688828468322,0.4218820035457611,0.6930699348449707,0.40120694041252136
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00121,0,0.0840400978922844,0.5111514925956726,0.4858987331390381,0.3603634412089984
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00122,0,0.0822885110974311,0.3656777739524841,0.8052156567573547,0.4177273139357567
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00123,0,0.119254246354103,0.4643695950508117,0.4232986867427826,0.33564084271589917
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00124,0,0.0869677439332008,0.4393805563449859,0.404873639345169,0.3104073132077852
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00125,0,0.853807270526886,0.4736437499523163,0.8241616487503052,0.7172042230765024
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00126,0,0.1001989617943763,0.2374430447816848,0.3156003952026367,0.21774746725956592
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00127,0,0.0819645076990127,0.6048964262008667,0.5547147989273071,0.4138585776090622
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00128,0,0.0608536601066589,0.5661255121231079,0.3777611255645752,0.334913432598114
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00129,0,0.1678094714879989,0.4263693988323211,0.5872201919555664,0.39379968742529553
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00130,0,0.169280469417572,0.4392390251159668,0.2205946147441864,0.27637136975924176
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00131,0,0.0847276523709297,0.1951064467430114,0.3256947100162506,0.20184293637673056
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00132,0,0.0548321940004825,0.2057195901870727,0.2589540481567383,0.17316861078143117
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00133,0,0.0930478647351265,0.2524844706058502,0.3883628845214844,0.2446317399541537
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00134,0,0.0760678052902221,0.171982541680336,0.1427489966154098,0.1302664478619893
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00135,0,0.4743934869766235,0.2249963134527206,0.1149142608046531,0.27143468707799906
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00136,0,0.05934639275074,0.4649902284145355,0.2656549513339996,0.26333052416642505
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00137,0,0.1120098307728767,0.1741266548633575,0.375101625919342,0.2204127038518587
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00138,0,0.0738638415932655,0.4235125482082367,0.2665583789348602,0.2546449229121208
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00139,0,0.0523547083139419,0.0767537206411361,0.2610077857971191,0.13003873825073237
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00141,0,0.0676008909940719,0.3770510554313659,0.3991486728191376,0.28126687308152515
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00142,0,0.0819805562496185,0.1966660767793655,0.4517262876033783,0.24345764021078745
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00143,0,0.0708494409918785,0.1049201339483261,0.1001499965786933,0.0919731905062993
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00144,0,0.0259480737149715,0.1206601485610008,0.4186642467975616,0.18842415635784462
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00145,0,0.0592372454702854,0.3642011284828186,0.9218899011611938,0.4484427583714326
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00146,0,0.0563648715615272,0.1198456361889839,0.1896466761827469,0.12195239464441933
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00147,0,0.8621281981468201,0.6741868853569031,0.5110925436019897,0.6824692090352377
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00148,0,0.0793127715587616,0.5195706486701965,0.468063086271286,0.35564883550008136
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00149,0,0.0834187865257263,0.717035710811615,0.5400340557098389,0.4468295176823934
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00150,0,0.0512508749961853,0.8294501900672913,0.5860590934753418,0.48892005284627277
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00151,0,0.0722447633743286,0.3305999934673309,0.3188541829586029,0.24056631326675415
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00152,0,0.0650919005274772,0.1037631854414939,0.178502470254898,0.11578585207462304
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00153,0,0.0387915708124637,0.1331228613853454,0.2334343194961547,0.1351162505646546
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00154,0,0.4742472171783447,0.1607140302658081,0.6689690351486206,0.4346434275309245
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00155,0,0.0445183254778385,0.33734792470932,0.3525575697422027,0.24480793997645375
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00156,0,0.0968145057559013,0.0734560415148735,0.3243976235389709,0.16488939026991523
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00157,0,0.0645485520362854,0.415462851524353,0.3102335333824157,0.26341497898101807
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00158,0,0.0600970722734928,0.2285853326320648,0.1665726900100708,0.15175169830520946
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00160,0,0.0723512098193168,0.1429584473371505,0.1540400683879852,0.12311657518148415
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00161,0,0.8012459874153137,0.4206744134426117,0.284893274307251,0.5022712250550588
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00162,0,0.0740083083510398,0.2601669132709503,0.2584461569786072,0.19754045953353241
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00163,0,0.092708833515644,0.3041734397411346,0.2942105531692505,0.23036427547534302
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00164,0,0.118334837257862,0.3746274411678314,0.787354588508606,0.4267722889780998
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00166,0,0.1405463367700576,0.3419753611087799,0.315315693616867,0.2659457971652348
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00167,0,0.8969364762306213,0.3830726742744446,0.2770836949348449,0.5190309484799703
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00168,0,0.0997074767947197,0.3763946294784546,0.6138983964920044,0.3633335009217262
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00169,0,0.0704771876335144,0.1589721292257309,0.2678778171539306,0.1657757113377253
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00170,0,0.0622742176055908,0.2076234370470047,0.7875913381576538,0.35249633093674976
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00171,0,0.1002130582928657,0.1306973248720169,0.0864553526043891,0.10578857858975722
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00172,0,0.0894156619906425,0.1840519160032272,0.161929041147232,0.14513220638036725
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00173,0,0.0632342770695686,0.3303644061088562,0.17933289706707,0.19097719341516495
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00174,0,0.0808492824435234,0.1699254512786865,0.260530948638916,0.17043522745370865
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00175,0,0.102224551141262,0.4000279307365417,0.3107456564903259,0.2709993794560432
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00176,0,0.3157363533973694,0.3324015438556671,0.60018390417099,0.41610726714134216
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00177,0,0.0908117964863777,0.2391547113656997,0.1988036185503006,0.1762567088007927
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00178,0,0.0705804750323295,0.1341968029737472,0.1175726875662803,0.10744998852411901
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00179,0,0.0678791180253028,0.62360680103302,0.2984025180339813,0.32996281236410135
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00180,0,0.7857614159584045,0.2643027305603027,0.4432588517665863,0.4977743327617645
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00181,0,0.8431856632232666,0.1806219667196273,0.0927275046706199,0.37217837820450467
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00182,0,0.3641682267189026,0.2716882526874542,0.2626956701278686,0.29951738317807514
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00183,0,0.0718350484967231,0.2339753806591034,0.4364915490150451,0.24743399272362387
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00184,0,0.0329416841268539,0.1285944879055023,0.1379391849040985,0.09982511897881824
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00185,0,0.0429932847619056,0.0712802112102508,0.0408715605735778,0.051715018848578063
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00186,0,0.0753040388226509,0.1481811255216598,0.111209861934185,0.11156500875949855
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00187,0,0.0791928544640541,0.1972644180059433,0.3488671481609344,0.20844147354364395
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00188,0,0.0664961263537406,0.3479401171207428,0.3534167408943176,0.2559509947896003
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00189,0,0.0788627490401268,0.3911685049533844,0.5216426849365234,0.3305579796433449
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00190,0,0.099956639111042,0.1860090494155883,0.1651590764522552,0.15037492165962849
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00191,0,0.1371937096118927,0.1764267534017563,0.3290455639362335,0.21422200898329416
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00192,0,0.0371549800038337,0.3538115918636322,0.3655940592288971,0.252186877032121
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00193,0,0.3673508763313293,0.2610182464122772,0.2980256676673889,0.30879826347033185
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00194,0,0.0844232663512229,0.4320712983608246,0.5640597343444824,0.36018476635217667
