file_id,organism,locus_tag,ess,conf,conf_esm2,conf_t5,conf_mean
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00064,0,0.0483138635754585,0.1925418376922607,0.6965783834457397,0.3124780282378196
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00065,0,0.0582697801291942,0.1937619149684906,0.0802590996026992,0.11076359823346134
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00067,0,0.0532700680196285,0.3121189773082733,0.326225608587265,0.23053821797172228
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00069,0,0.0718443691730499,0.2054328024387359,0.7384787797927856,0.3385853171348572
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00070,0,0.1468758881092071,0.051766037940979,0.1291628777980804,0.10926826794942217
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00071,0,0.0790202319622039,0.2475993931293487,0.2675098776817322,0.19804316759109494
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00072,0,0.9287013411521912,0.2934430241584778,0.2685610055923462,0.49690179030100506
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00074,0,0.9497120380401612,0.2579039633274078,0.2215330600738525,0.4763830204804738
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00075,0,0.0735296458005905,0.2951019704341888,0.4167592227458954,0.2617969463268916
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00076,0,0.0501592047512531,0.1302086263895034,0.263588547706604,0.14798545961578682
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00077,0,0.0564957559108734,0.1387725174427032,0.1370929330587387,0.1107870688041051
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00078,0,0.1057525277137756,0.1864511370658874,0.2796775102615356,0.19062705834706617
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00079,0,0.021213149651885,0.1894267797470092,0.3491535782814026,0.18659783589343226
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00080,0,0.0534706600010395,0.1869822591543197,0.6443744897842407,0.2949424696465333
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00081,0,0.047701071947813,0.1325538009405136,0.1673770695924759,0.11587731416026752
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00082,0,0.0615103915333747,0.5082343816757202,0.5307583212852478,0.3668343648314476
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00083,0,0.0673564076423645,0.1430271565914154,0.0949362814426422,0.1017732818921407
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00084,0,0.1442010998725891,0.193064346909523,0.2520644664764404,0.19644330441951752
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00085,0,0.0974304601550102,0.1920711547136306,0.1804870814085006,0.15666289875904713
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00086,0,0.1058752313256263,0.2962413728237152,0.2619943618774414,0.22137032200892767
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00087,0,0.0684055909514427,0.5364290475845337,0.296669989824295,0.30050154278675717
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00088,0,0.7004824876785278,0.5553561449050903,0.5860852003097534,0.6139746109644572
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00089,0,0.3295487463474273,0.3666878938674927,0.3254277408123016,0.34055479367574054
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00090,0,0.1122338101267814,0.5603795051574707,0.5452138781547546,0.4059423978130023
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00091,0,0.0597677938640117,0.5492502450942993,0.3542613387107849,0.3210931258896986
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00092,0,0.0828780159354209,0.5492227077484131,0.8494229316711426,0.4938412184516589
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00093,0,0.0840326845645904,0.4726747572422027,0.7137054800987244,0.42347097396850586
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00094,0,0.0517367906868457,0.1946780383586883,0.319097101688385,0.18850397691130635
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00096,0,0.0531872324645519,0.0727439895272255,0.3331575393676758,0.15302958711981773
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00097,0,0.2680820822715759,0.1575521677732467,0.3134824931621551,0.24637224773565924
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00099,0,0.0528105162084102,0.1676256954669952,0.1390675157308578,0.11983457580208774
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00100,0,0.9762248992919922,0.773685097694397,0.5620795488357544,0.7706631819407145
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00101,0,0.4893079400062561,0.2821227014064789,0.4219399392604828,0.39779019355773926
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00102,0,0.0807217210531234,0.3048824965953827,0.3431351482868194,0.24291312197844184
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00103,0,0.0836285576224327,0.2511724233627319,0.2960991859436035,0.21030005564292273
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00104,0,0.0681623443961143,0.3090489208698272,0.4006003737449646,0.2592705463369687
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00105,0,0.0689947828650474,0.2315621376037597,0.1393702030181884,0.14664237449566517
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00106,0,0.0711275190114975,0.3045617640018463,0.745627224445343,0.37377216915289563
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00107,0,0.0361804254353046,0.0601042248308658,0.1292991936206817,0.0751946146289507
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00108,0,0.1008433774113655,0.5323063731193542,0.4446911811828613,0.3592803105711937
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00109,0,0.5537554621696472,0.3020579814910888,0.649038553237915,0.5016173322995504
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00110,0,0.0419231690466403,0.2777755558490753,0.3440593183040619,0.2212526810665925
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00111,0,0.9475162625312804,0.1931104809045791,0.1597837507724762,0.4334701647361119
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00112,0,0.081406831741333,0.0727340579032898,0.2054418474435806,0.11986091236273448
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00113,0,0.0950425416231155,0.2568799257278442,0.4629047513008117,0.2716090728839238
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00114,0,0.0699799582362175,0.102303571999073,0.3194603621959686,0.16391463081041968
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00115,0,0.0967762321233749,0.2376599758863449,0.3747359812259674,0.2363907297452291
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00116,0,0.0883740037679672,0.1162009239196777,0.291159063577652,0.16524466375509897
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00117,0,0.1184343695640564,0.3913775384426117,0.4141322374343872,0.3079813818136851
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00118,0,0.086955077946186,0.3569786250591278,0.4828734397888183,0.3089357142647107
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00119,0,0.8822448253631592,0.248701199889183,0.4300074577331543,0.5203178276618322
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00120,0,0.0886688828468322,0.337239921092987,0.6930699348449707,0.37299291292826336
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00121,0,0.0840400978922844,0.4759029448032379,0.4858987331390381,0.3486139252781868
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00122,0,0.0822885110974311,0.4665271639823913,0.8052156567573547,0.4513437772790591
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00123,0,0.119254246354103,0.366701990365982,0.4232986867427826,0.30308497448762256
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00124,0,0.0869677439332008,0.2683867216110229,0.404873639345169,0.2534093682964642
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00125,0,0.853807270526886,0.6182159781455994,0.8241616487503052,0.7653949658075968
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00126,0,0.1001989617943763,0.2944220900535583,0.3156003952026367,0.23674048235019043
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00127,0,0.0819645076990127,0.299032062292099,0.5547147989273071,0.31190378963947296
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00128,0,0.0608536601066589,0.1728057265281677,0.3777611255645752,0.20380683739980063
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00129,0,0.1678094714879989,0.668915331363678,0.5872201919555664,0.47464833160241443
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00130,0,0.169280469417572,0.3783929347991943,0.2205946147441864,0.2560893396536509
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00131,0,0.0847276523709297,0.4397438764572143,0.3256947100162506,0.2833887462814649
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00132,0,0.0548321940004825,0.2338330149650573,0.2589540481567383,0.18253975237409267
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00133,0,0.0930478647351265,0.1532862037420272,0.3883628845214844,0.21156565099954602
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00134,0,0.0760678052902221,0.2656773030757904,0.1427489966154098,0.16149803499380744
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00135,0,0.4743934869766235,0.2658888399600982,0.1149142608046531,0.2850655292471249
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00136,0,0.05934639275074,0.3113621175289154,0.2656549513339996,0.21212115387121833
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00137,0,0.1120098307728767,0.0549231581389904,0.375101625919342,0.18067820494373635
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00138,0,0.0738638415932655,0.3088072538375854,0.2665583789348602,0.21640982478857032
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00139,0,0.0523547083139419,0.0846186578273773,0.2610077857971191,0.13266038397947943
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00141,0,0.0676008909940719,0.318714290857315,0.3991486728191376,0.2618212848901748
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00142,0,0.0819805562496185,0.1749110668897628,0.4517262876033783,0.23620597024758652
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00143,0,0.0708494409918785,0.1014744639396667,0.1001499965786933,0.09082463383674617
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00144,0,0.0259480737149715,0.0877091363072395,0.4186642467975616,0.17744048560659087
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00145,0,0.0592372454702854,0.740010678768158,0.9218899011611938,0.5737126084665457
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00146,0,0.0563648715615272,0.160691350698471,0.1896466761827469,0.13556763281424836
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00147,0,0.8621281981468201,0.1594469845294952,0.5110925436019897,0.5108892420927683
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00148,0,0.0793127715587616,0.5496183037757874,0.468063086271286,0.3656647205352783
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00149,0,0.0834187865257263,0.885138988494873,0.5400340557098389,0.5028639435768127
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00150,0,0.0512508749961853,0.2732013165950775,0.5860590934753418,0.3035037616888682
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00151,0,0.0722447633743286,0.2372792959213256,0.3188541829586029,0.20945941408475235
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00152,0,0.0650919005274772,0.2512188255786896,0.178502470254898,0.16493773212035492
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00153,0,0.0387915708124637,0.2623249888420105,0.2334343194961547,0.178183626383543
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00154,0,0.4742472171783447,0.5588709115982056,0.6689690351486206,0.567362387975057
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00155,0,0.0445183254778385,0.1370300352573394,0.3525575697422027,0.17803531015912685
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00156,0,0.0968145057559013,0.119788222014904,0.3243976235389709,0.18033345043659207
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00157,0,0.0645485520362854,0.1569157987833023,0.3102335333824157,0.1772326280673345
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00158,0,0.0600970722734928,0.0766524970531463,0.1665726900100708,0.1011074197789033
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00160,0,0.0723512098193168,0.0928431674838066,0.1540400683879852,0.1064114818970362
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00161,0,0.8012459874153137,0.3934963047504425,0.284893274307251,0.4932118554910024
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00162,0,0.0740083083510398,0.0718443021178245,0.2584461569786072,0.13476625581582383
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00163,0,0.092708833515644,0.1445657163858413,0.2942105531692505,0.17716170102357856
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00164,0,0.118334837257862,0.2010906636714935,0.787354588508606,0.3689266964793205
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00166,0,0.1405463367700576,0.2035883367061615,0.315315693616867,0.21981678903102866
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00167,0,0.8969364762306213,0.3010546267032623,0.2770836949348449,0.49169159928957623
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00168,0,0.0997074767947197,0.2894347012042999,0.6138983964920044,0.33434685816367465
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00169,0,0.0704771876335144,0.3347568213939667,0.2678778171539306,0.22437060872713724
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00170,0,0.0622742176055908,0.1853176206350326,0.7875913381576538,0.3450610587994258
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00171,0,0.1002130582928657,0.0688884854316711,0.0864553526043891,0.08518563210964196
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00172,0,0.0894156619906425,0.0321401543915271,0.161929041147232,0.09449495250980054
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00173,0,0.0632342770695686,0.1371754258871078,0.17933289706707,0.12658086667458213
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00174,0,0.0808492824435234,0.2908586263656616,0.260530948638916,0.2107462858160337
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00175,0,0.102224551141262,0.4641438722610473,0.3107456564903259,0.29237135996421176
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00176,0,0.3157363533973694,0.1536518037319183,0.60018390417099,0.3565240204334259
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00177,0,0.0908117964863777,0.2981068193912506,0.1988036185503006,0.19590741147597632
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00178,0,0.0705804750323295,0.0594064779579639,0.1175726875662803,0.08251988018552457
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00179,0,0.0678791180253028,0.4258858859539032,0.2984025180339813,0.2640558406710624
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00180,0,0.7857614159584045,0.4652917981147766,0.4432588517665863,0.5647706886132559
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00181,0,0.8431856632232666,0.0841215103864669,0.0927275046706199,0.34001155942678446
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00182,0,0.3641682267189026,0.1931954324245453,0.2626956701278686,0.27335310975710553
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00183,0,0.0718350484967231,0.3261431157588959,0.4364915490150451,0.27815657109022135
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00184,0,0.0329416841268539,0.0559765957295894,0.1379391849040985,0.0756191549201806
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00185,0,0.0429932847619056,0.0449140518903732,0.0408715605735778,0.042926299075285536
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00186,0,0.0753040388226509,0.0720523223280906,0.111209861934185,0.08618874102830883
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00187,0,0.0791928544640541,0.247709184885025,0.3488671481609344,0.22525639583667115
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00188,0,0.0664961263537406,0.3135192096233368,0.3534167408943176,0.24447735895713166
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00189,0,0.0788627490401268,0.6251029968261719,0.5216426849365234,0.4085361436009407
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00190,0,0.099956639111042,0.2397288233041763,0.1651590764522552,0.1682815129558245
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00191,0,0.1371937096118927,0.1930500864982605,0.3290455639362335,0.21976312001546225
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00192,0,0.0371549800038337,0.3112822473049164,0.3655940592288971,0.23801042884588242
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00193,0,0.3673508763313293,0.1930296123027801,0.2980256676673889,0.28613538543383277
D011,Staphylococcus aureus subsp. aureus NCTC 8325,SAOUHSC_00194,0,0.0844232663512229,0.559012770652771,0.5640597343444824,0.40249859044949216
